division,familyName,speciesName,folderNo,JL].,"C. canus Scopoli: No. 647 agrees well with this. He suspects C. marifolius w:ch has Leaves like this, & his alpestris to be all varieties of the same species",Lin,Cistus marifolius? Lin. At Gloddaeth near Conway in Carnarvonshire. June,Holland,description,speciesName,folderNo,folders,"This from Ben-Lomond"" [?"
Dicotyledones,C,Salicornia europaea L.,3.0,,,,,,"Folder 2. Salifornia herbacea [?]. i. ""Salicornia herbacea. Marsh Samphire, jointed glass wort or saltwort"" [?].
",,,,
Dicotyledones,C,Salicornia europaea L.,3.0,,,,,,"Folder 3. Salicornia fruticosa [JL]. i. ""Salicornia fruticosa var. fortasse [?] S. herbacea. Lin:"" [JL]. ii. ""Mr. Yalden. Weymouth. shrubby"" [JL] [specimen illustrated in Sowerby and Smith, English Botany 35: t. 2467 (1813)].
",,,,
Dicotyledones,C,Salsola kali L.,1.0,,,,,,"Folder 1. Salsola Kali [TA]. i. ""Caldy Isl: [Caldy Island off the Dyfed (Pembrokeshire) coast near Tenby]"" [JL].
",,,,
Dicotyledones,C,Suaeda fruticosa Forsk.,2.0,,,,,,"Folder 1. Salsola fruticosa [TA]. i. ""Windmill Point near Pool"" [JL].
",,,,
Dicotyledones,C,Suaeda fruticosa Forsk.,2.0,,,,,,"Folder 2. Salsola fruticosa [G]. i. ""Near Pool [Poole] & in the Isle of Portland [Dorset]"" [JL].
",,,,
Dicotyledones,C,Suaeda maritima (L.) Dum.,1.0,,,,,,"Folder 1. Chenopodium maritimum [G], Flora Scotica ed. 1, 150 (1777). i. ""Chenopodium marit: Blitum Kali minus album dictum. Ray Sea Blite or white Glasswort. 5-a: 2-g: Northfleet Marsh [near Gravesend, Kent]"" [JL].
",,,,
Dicotyledones,CISTACEAE,"Helianthemum apenninum (L.) Mill.John Lightfootagrres best, w:ch Lin: places under his Var. β of Cistus canus. Hudson's Cistus hirsutus, is now made by Lin: Cistus anglicus. Lin: Mantiss: p. 241, but probably without Reason or by Mistake, as he says of it Folia utrinque; viridia, & flores racemosi albi. But neither Leaves nor flowers are so in this. I therefore conclude it to be the C. marifolius. Lin: sp. 741. not the C. canus because the leaves are not obovate, tho' these two are very much alike. Ayton [William Aiton] always receiv'd this kind from abroad for C. marifolius",4.0,,JL]. iv.,or a var: of it as I believe. An English species call'd C. hirsutus by Huds.,JL]. iii.,JL].,"Folder 4. Cistus marifolius Linne [G]; Cistus hirsutus Huds. [G]. i. Cites Ray's Syn. 342. ii. ""Cistus marifolius? Lin. At Gloddaeth near Conway in Carnarvonshire. June"" [JL]. iii. ""Cistus marifolius? from Gloddaeth. Aiton says he has always rec'd this from abroad for C. marifolius. It always flowers in June a month before the other. Mr. Holland"" [JL].",,,,
Dicotyledones,CISTACEAE,Helianthemum chamaecistus Mill 2 folders.,2.0,,,,,,"Folder 1. Cistus helianthemum [TA], Flora Scotica ed. 1, 281 (1777). i. ""Cistus Helianthemum var. petalis basi fulvis, ex horto Bullstrodiensi"" [JL].",,,,
Dicotyledones,CISTACEAE,Helianthemum chamaecistus Mill 2 folders.,2.0,,,,,,Folder 2. Cistus helianthemum [G].,,,,
Dicotyledones,CISTACEAE,"Tuberaria guttata (L.) Fourr. 1 sheet. Cistus guttatus [G]. i. ""Isle of Anglesey, Llanfair opposite the Skerries"" [? TA].",1.0,,,,,,"Folder 1. Tuberaria guttata (L.) Fourr. 1 sheet. Cistus guttatus [G]. i. ""Isle of Anglesey, Llanfair opposite the Skerries"" [? TA].",,,,
Dicotyledones,COMPOSITAE,Anaphalis margaritacea (L.) Benth.,2.0,,,,,,"Folder 1. Gnaphalium margaritaceum [G]. i. ""Gnaph: armeria s:d to be British. Bulls: [Bulstrode Park]"" [JL].",,,,
Dicotyledones,COMPOSITAE,Anaphalis margaritacea (L.) Benth.,2.0,,,,,,Folder 2. Gnaphalium margaritaceum [TA].,,,,
Dicotyledones,COMPOSITAE,Antennaria dioica (L.) Gaertn.,3.0,,,,,,"Folder 1. Gnaphalium dioicum [TA]. i. ""Newfoundland [A. neodioica Greene] Mr. Banks"" [JL]. ii. ""Gnaphalium dioicum on Stratton Heath ab' 7 miles from Norwich. Mr. John Pitchford"" [B].",,,,
Dicotyledones,COMPOSITAE,Antennaria dioica (L.) Gaertn.,3.0,,,,,,"Folder 2. Gnaphalium dioicum [G]. i. ""Gnaph: dioic: mas & foem. one Specimen was 15 Inches high. a var: only"" [JL].",,,,
Dicotyledones,COMPOSITAE,Antennaria dioica (L.) Gaertn.,3.0,,,,,,Folder 3. Gnaphalium dioicum [TA].,,,,
Dicotyledones,COMPOSITAE,Antennaria neodioica Greene,1.0,,,,,,Antennaria dioica [TA],,,,
Dicotyledones,COMPOSITAE,Anthemis arvensis L.,1.0,,,,,,Anthemis arvensis [TA],,,,
Dicotyledones,COMPOSITAE,Anthemis cotula L.,1.0,,,,,,"Anthemis cotula [TA]. i. ""Anthemis cotula"" [JL]. ii. ""This I take to be the Anthemis arvensis by the Road Side going to Maidenhead"" [JL].",,,,
Dicotyledones,COMPOSITAE,Arnosera minima (L.) Schweigg. & Koerte,1.0,,,,,,"Hyoseris minima [TA], Flora Scotica ed. 1, 442 (1777). i. ""Hyoseris minima, near Langley Black Park"" [JL]. [Two extra sheets inserted in folder and labelled by Goodenough are probably from same locality.]",,,,
Dicotyledones,COMPOSITAE,Artemisia absinthium L.,1.0,,,,,,Artemisia absinthium [TA],,,,
Dicotyledones,COMPOSITAE,Artemisia campestris L.,2.0,,,,,,"Artemisia campestris [TA]. i. ""Artemisia campestris. Elden"" [JL].",,,,
Dicotyledones,COMPOSITAE,Artemisia campestris L.,2.0,,,,,,Artemisia campestris [G],,,,
Dicotyledones,COMPOSITAE,Artemisia maritima L.,6.0,,,,,,"Artemisia coerulescens [TA]; A. maritima [G]. i. ""near Mersey"" [JL].",,,,
Dicotyledones,COMPOSITAE,Artemisia maritima L.,6.0,,,,,,"Artemisia maritima [TA]. i. ""Sea Wormwood near Mersey"" [JL]. ii. ""Purfleet"" [JL].",,,,
Dicotyledones,COMPOSITAE,Artemisia maritima L.,6.0,,,,,,"Artemisia maritima [G]. i. ""Mersey"" [JL].",,,,
Dicotyledones,COMPOSITAE,Artemisia maritima L.,6.0,,,,,,Artemisia maritima [G].,,,,
Dicotyledones,COMPOSITAE,Artemisia maritima L.,6.0,,,,,,"Artemisia maritima [G]. i. ""Artemisia maritima"" [JL].",,,,
Dicotyledones,COMPOSITAE,Artemisia maritima L.,6.0,,,,,,Artemisia maritima [G].,,,,
Dicotyledones,COMPOSITAE,Artemisia vulgaris L.,1.0,,,,,,Artemisia Vulgaris [TA],,,,
Dicotyledones,COMPOSITAE,Aster tripolium L.,1.0,,,,,,"Aster tripolium [TA]. i. ""Near Biddiford [Bideford, Devon]"" [JL].",,,,
Dicotyledones,COMPOSITAE,Bellis perennis L.,1.0,,,,,,Bellis perennis [G],,,,
Dicotyledones,COMPOSITAE,Bidens cernua L.,1.0,,,,,,"Bidens cernua [TA]. i. ""Coreopsis Bidens near Norwich"" [Pitchford]; ""A very pretty Variety of the Bidens cernua. Mr. Pitchford"" [JL].",,,,
Dicotyledones,COMPOSITAE,Carduus acanthoides L.,1.0,,,,,,"Carduus crispus [TA]. i. ""This seems to resemble, if it be not the same, as the C. acanthoides Lin: according to the Specimens in his hort: sicc: The C. crispus of Lin: has broad jagged Leaves, hoary underneath, & heads like this, or our Crispus. In Anglia, non inveni"" [JL].",,,,
Dicotyledones,COMPOSITAE,Carduus crispus L.,1.0,,,,,,Carduus crispus [G],,,,
Dicotyledones,COMPOSITAE,Carduus tenuiflorus Curt.,1.0,,,,,,"Carduus acanthoides [TA]; C. tenuiflorus Curtis [G]. i. ""Carduus acanthoid: of Fl. Scot. not of Lin: via. Haller hist. v.l.n. 166"" [JL].",,,,
Dicotyledones,COMPOSITAE,Carlina vulgaris L.,1.0,,,,,,Carlina vulgaris [TA],,,,
Dicotyledones,COMPOSITAE,Centaurea cyanus L.,1.0,,,,,,"Centaurea cyanus [TA]. i. ""Langley [Buckinghamshire]"" [JL].",,,,
Dicotyledones,COMPOSITAE,Centaurea nigra L.,2.0,,,,,,"Centaurea nigra [TA]. i. ""Portland"" [JL]. ii. ""Portland Isle"" [JL].",,,,
Dicotyledones,COMPOSITAE,Centaurea nigra L.,2.0,,,,,,"Centaurea nigra [G]. i. ""Portland"" [JL]. ii. ""Portland Isle"" [JL].",,,,
Dicotyledones,COMPOSITAE,Centaurea scabiosa L.,1.0,,,,,,Centaurea Scabiosa [TA],,,,
Dicotyledones,COMPOSITAE,Centaurea solstitialis L.,1.0,,,,,,"Centaurea Solstitialis [TA]. i. ""Centaurea solstitialis. Kew. July & Aug: Anglia"" [JL].",,,,
Dicotyledones,COMPOSITAE,Chamaemelum nobile (L.) All.,2.0,,,,,,"Anthemis nobilis [JL], Flora Scotica ed. 1, 493 (1777). i. ""An: Anthemis nobilis. Hounslove Heath"" [JL].",,,,
Dicotyledones,COMPOSITAE,Chamaemelum nobile (L.) All.,2.0,,,,,,Anthemis nobilis [G].,,,,
Dicotyledones,COMPOSITAE,Chrysanthemum leucanthemum L.,1.0,,,,,,Chrysanthemum inodorum [TA]; C. leucanthemum [G].,,,,
Dicotyledones,COMPOSITAE,Chrysanthemum parthenium (L.) Bernh.,3.0,,,,,,Matricaria parthenium [G].,,,,
Dicotyledones,COMPOSITAE,Chrysanthemum parthenium (L.) Bernh.,3.0,,,,,,Matricaria parthenium [TA].,,,,
Dicotyledones,COMPOSITAE,Chrysanthemum parthenium (L.) Bernh.,3.0,,,,,,Anthemis? maritima [G].,,,,
Dicotyledones,COMPOSITAE,Chrysanthemum segetum L.,1.0,,,,,,Chrysanthemum segetum [TA].,,,,
Dicotyledones,COMPOSITAE,Chrysanthemum vulgare (L.) Bernh.,1.0,,,,,,Tanacetum Vulgare [TA].,,,,
Dicotyledones,COMPOSITAE,Cirsium acaulon (L.) Scop.,1.0,,,,,,"Carduus acaulis [TA], Flora Scotica ed. 1, 458 (1777).",,,,
Dicotyledones,COMPOSITAE,Cirsium dissectum (L.) Hill,1.0,,,,,,"Carduus heterophyllus [TA], Flora Scotica ed 1, 455 (1777); Lightfoot [G]; C. pratensis Huds. [G]. i. Cites Linn. Sp. Pl. 1, 54; Ray's Syn. 193. ii. ""English Soft or Gentle Thistle. On the Borders of Bogs in Heathy Places. By the Side of the Duke of Marlborough's Pond in the Black Park near Langley, Bucks. And on the Border of a Bog on Hounslove Heath between Twickenham & Hampton. June"" [JL].",,,,
Dicotyledones,COMPOSITAE,Cirsium eriophorum (L.) Scop.,1.0,,,,,,"Carduus eriophorus [TA], Flora Scotica ed. 1, 455 (1777).",,,,
Dicotyledones,COMPOSITAE,Cirsium heterophyllum (L.) Hill,1.0,,,,,,"Carduus Helenioides [TA], Flora Scotica ed. 1, 457 (1777).",,,,
Dicotyledones,COMPOSITAE,Coryza canadensis (L.) Cronq.,1.0,,,,,,Erigeron canadense [TA].,,,,
Dicotyledones,COMPOSITAE,Crepis biennis L.,3.0,,,,,,"Crepis biennis [TA]. i. ""Crepis biennis in Kent from Northfleet to the Isle of Thanet"" [JL].",,,,
Dicotyledones,COMPOSITAE,Crepis biennis L.,3.0,,,,,,Crepis biennis [G].,,,,
Dicotyledones,COMPOSITAE,Crepis capillaris (L.) Wallr.,3.0,,,,,,"Crepis tectorum [G]. i. ""Near Pancras"" [JL]. [Specimen may have been collected with Joseph Banks; see under Lactuca saligna.]",,,,
Dicotyledones,COMPOSITAE,Crepis capillaris (L.) Wallr.,3.0,,,,,,Crepis tectorum [G].,,,,
Dicotyledones,COMPOSITAE,Crepis capillaris (L.) Wallr.,3.0,,,,,,Crepis tectorum [TA].,,,,
Dicotyledones,COMPOSITAE,Crepis foetida L.,4.0,,,,,,"Crepis foetida [TA]. i. ""Crepis foetida at Greenhith in Kent"" [JL].",,,,
Dicotyledones,COMPOSITAE,Crepis foetida L.,4.0,,,,,,"Crepis foetida [G]. i. ""Crepis foetida found In the Chalky Road between Swaffham & Downham in Norfolk"" [JP]; ""Mr. John Pitchford"" [B].",,,,
Dicotyledones,COMPOSITAE,Crepis foetida L.,4.0,,,,,,Crepis foetida [G].,,,,
Dicotyledones,COMPOSITAE,Crepis foetida L.,4.0,,,,,,Crepis tectorum [TA].,,,,
Dicotyledones,COMPOSITAE,Crepis paludosa (L.) Moench,1.0,,,,,,"Hieracium paludos: Westmoreland"" [JL], Flora Scotica ed. 1, 438 (1777).",,,,
Dicotyledones,COMPOSITAE,Erigeron acer L.,1.0,,,,,,Erigeron Acre [TA].,,,,
Dicotyledones,COMPOSITAE,Filago gallica L.,3.0,,,,,,Filago gallica [TA].,,,,
Dicotyledones,COMPOSITAE,Filago gallica L.,3.0,,,,,,Filago gallica [G].,,,,
Dicotyledones,COMPOSITAE,Filago gallica L.,3.0,,,,,,"Filago gallica [G]. i. ""Langley Gravel field"" [JL]. ii. ""Filago Gallica. D' Grey. Portugal. right. See if minima be not F: arvensis"" [JL].",,,,
Dicotyledones,COMPOSITAE,Filago germanica L.,2.0,,,,,,Filago germanica [TA].,,,,
Dicotyledones,COMPOSITAE,Filago germanica L.,2.0,,,,,,Filago germanica [G].,,,,
Dicotyledones,COMPOSITAE,Gnaphalium luteoalbum L.,1.0,,,,,,"Gnaphalium Luteo album [TA]. i. ""Gnaphalium luteoalbum. Found wild in Jersey on some Rocks near the Sea Side, & sent me. It flowers in Sep! & Oct. 1773"" [JL].",,,,
Dicotyledones,COMPOSITAE,Gnaphalium supinum L.,1.0,,,,,,"Gnaphalium alpinum [TA], Flora Scotica ed. 1, t. xx, 470 (1777); Gnaphalium supinum [TA]. i. ""Gnaphalium alpinum. Draw exactly from the Specimen, only make the top Flower like the middle one, & express the Woolliness of the Leaves. It is figur'd in the Fl: Dan: Tab: 332, but not to please me"" [JL] [instructions presumably to the artist Moses Griffiths]. ii. ""On comparing this with the Specimens in the Hort: Sicc: Lin: it appears that this Plant is his Gnaph: supinum Lin:"" [JL].",,,,
Dicotyledones,COMPOSITAE,Gnaphalium sylvaticum L.,2.0,,,,,,"Gnaphalium sylvaticum Huds. and G. rectum [G]. i. ""Gnaphalium Anglicum"" [JL].",,,,
Dicotyledones,COMPOSITAE,Gnaphalium sylvaticum L.,2.0,,,,,,Gnaphalium sylvaticum [TA]; Huds. [G]; Gnaphalium rectum [G].,,,,
Dicotyledones,COMPOSITAE,Gnaphalium uliginosum L.,1.0,,,,,,Gnaphalium uliginosum [TA].,,,,
Dicotyledones,COMPOSITAE,Hieracium alpinum L.,2.0,,,,,,"Hieraceum alpinum [G]. i. ""No. 66. Corry-yaal"" [John Stuart]; ""Hierac: alpin: the true"" [JL]. ii. ""No. 65. Corry-yaal in Glenco"" [John Stuart]; ""Hieracium alpin: a var. only"" [JL].",,,,
Dicotyledones,COMPOSITAE,Hieracium alpinum L.,2.0,,,,,,Hieracium alpinum [G].,,,,
Dicotyledones,COMPOSITAE,Hieracium lactucella Wallr.,2.0,,,,,,"CatalogueFolder 1. Hieracium dubium [G]. i. ""hab: in pratis upl: varius. Rarissime A palsim occurit major Hieracio auric: forte hybrida vel alia qualiscunque varietae omnibus partibus major nec repens"" [?].",,,,
Dicotyledones,COMPOSITAE,Hieracium lactucella Wallr.,2.0,,,,,,"Folder 2. Hieracium dubium [TA]; Hieracium auricula [G]. i. ""H: dubium? Kew"" [JL].",,,,
Dicotyledones,COMPOSITAE,"Hieracium murorum agg., Flora Scotica ed. 1, 437 (1777) 4 folders.",4.0,,,,,,"Hieracium murorum [TA]. i. ""Hieracium murorum Albury Surrey & c."" [JL]. ii. ""Pulmonar: Gallica"" [JL].",,,,
Dicotyledones,COMPOSITAE,"Hieracium murorum agg., Flora Scotica ed. 1, 437 (1777) 4 folders.",4.0,,,,,,"Hieracium murorum [G]. i. ""I consider these a Var: of H. murorum. That w: oval Leaves & naked Stalks grows near Spring plentifully. It is the same w: Mr. Yald: [Thomas Yalden] H: muror: in the Catalog: of Plants in the Rink's Park, the other has lanceolate &... [reverse of label obscured]"" [JL].",,,,
Dicotyledones,COMPOSITAE,"Hieracium murorum agg., Flora Scotica ed. 1, 437 (1777) 4 folders.",4.0,,,,,,"Hieracium murorum [G]. i. ""A hybridous Plant between H: murorum & alpinum, or a singular var. of H. alpinum w: 2 flowers. There is not one in Lin. or Haller that agrees. It [on reverse:] cannot be H. dubium because the Stalk is not naked, & the Root has no Stolones"" [JL].",,,,
Dicotyledones,COMPOSITAE,"Hieracium murorum agg., Flora Scotica ed. 1, 437 (1777) 4 folders.",4.0,,,,,,"Hieracium murorum [G]. i. ""a garden specimen?"" [G].",,,,
Dicotyledones,COMPOSITAE,Hieracium perproquinquum (Zahn) Druce 3 sheets.,3.0,,,,,,"Hieraceum sabaudum [G], Flora Scotica ed. 1, 439 (1777). i. ""Hieracium sabaudum"" [JL].",,,,
Dicotyledones,COMPOSITAE,Hieracium perproquinquum (Zahn) Druce 3 sheets.,3.0,,,,,,Hieracium sabaudum [G].,,,,
Dicotyledones,COMPOSITAE,Hieracium perproquinquum (Zahn) Druce 3 sheets.,3.0,,,,,,Hieracium sabaudum L: f: a Starv'd β [TA].,,,,
Dicotyledones,COMPOSITAE,Hieracium pilosella L.,1.0,,,,,,Hieracium pilosella [TA].,,,,
Dicotyledones,COMPOSITAE,Hieracium umbellatum L.,2.0,,,,,,"Hieracium umbellatum [TA]. i. ""Hier: umbellat: Scotland. Yalden"" [JL]. ii. ""Pembrokeshire. Holkam [? Rev. John Holcombe] [JL].""",,,,
Dicotyledones,COMPOSITAE,Hieracium umbellatum L.,2.0,,,,,,Hieracium umbellatum [G].,,,,
Dicotyledones,COMPOSITAE,Hypochoeris glabra L.,2.0,,,,,,Hypochoeris glabra [TA].,,,,
Dicotyledones,COMPOSITAE,Hypochoeris glabra L.,2.0,,,,,,"Hypochoeris glabra [G]. i. ""Hypochoeris glabra. I send you this plant again for Re examination because it is not foliis glabris, sed ciliatis—nor does it agree w:th Ray's Description"" [B]; ""Bryant"" [JL]; ""must be Hypochaeris glabra"" [JL]. ii. ""Hypochoeris glabra. Between the 7 & 8 Mile Stones, on Cawston heath, in the Road from Norwich to the Wood-Row. plentifully"" [B].",,,,
Dicotyledones,COMPOSITAE,Hypochoeris glabra L.,2.0,,,,,,Sheets 1 and 2. Hypochoeris glabra [G].,,,,
Dicotyledones,COMPOSITAE,Hypochoeris maculata L.,2.0,,,,,,"Folder 1. Hypochoeris maculata [TA]. i. Cites Ray's Syn. [?] 167. ii. ""Spotted Hawkweed. July. In barren mountainous Pastures, but very rarely, as upon the Banks of the Devil's Ditch near Reche, not far from Newmarket, and on Bernuk Heath in Northamptonshire"" [JL].",,,,
Dicotyledones,COMPOSITAE,Hypochoeris maculata L.,2.0,,,,,,Folder 2. Hypochoeris maculata [G].,,,,
Dicotyledones,COMPOSITAE,Hypochoeris radicata L.,1.0,,,,,,Folder 1. Hypochoeris radicata? [TA].,,,,
Dicotyledones,COMPOSITAE,Inula conyza DC.,1.0,,,,,,"Folder 1. Conyza squarrosa [TA], Flora Scotica ed. 1, 473 (1777).",,,,
Dicotyledones,COMPOSITAE,Inula crithmoides L.,2.0,,,,,,Folders 1 and 2. Inula crithmoides [TA].,,,,
Dicotyledones,COMPOSITAE,Inula helenium L.,2.0,,,,,,Folders 1 and 2. Inula Helenum [TA].,,,,
Dicotyledones,COMPOSITAE,Lactuca saligna L.,3.0,,,,,,Folder 1. Lactuca saligna [TA].,,,,
Dicotyledones,COMPOSITAE,Lactuca saligna L.,3.0,,,,,,"Folder 2. Lactuca saligna [G]. i. ""Lactuca saligna. upon the Bank ofthe Great Ditch near Purfleet in Essex. Aug. [JL].",,,,
Dicotyledones,COMPOSITAE,Lactuca saligna L.,3.0,,,,,,"Folder 3. Lactuca saligna [G]. i. ""Pancras wth Banks"" [JL]. ii. ""Pancras wth Mr Banks"" [JL].",,,,
Dicotyledones,COMPOSITAE,Lactuca saligna L.,3.0,,,,,,"Sheet 1. Lactuca saligna [G]. i. ""Pancras [now known as St. Pancras, in London] wth Mr Banks"" [JL].",,,,
Dicotyledones,COMPOSITAE,Lactuca saligna L.,3.0,,,,,,Sheet 2. Lactuca saligna [G].,,,,
Dicotyledones,COMPOSITAE,Lactuca serriola L.,2.0,,,,,,"Folder 1. Lactuca scariola [G]. i. ""Pancras wth Mr Banks. L. Scariola"" [JL].",,,,
Dicotyledones,COMPOSITAE,Lactuca serriola L.,2.0,,,,,,Folder 2. Lactuca scariola [TA].,,,,
Dicotyledones,COMPOSITAE,Lactuca virosa L.,1.0,,,,,,Folder 1. Lactuca virosa [TA].,,,,
Dicotyledones,COMPOSITAE,[Specimen incomplete.],1.0,,,,,,Folder 1. [Specimen incomplete.],,,,
Dicotyledones,COMPOSITAE,Leontodon autumnalis L.,1.0,,,,,,"Folder 1. Leontodon autumnale [TA]. i. ""If this be not a variety of the Leontodon autumnale, I do not know what it is—It grows in Sandy Ground"" [B]; ""It is undoubtedly so"" [JL].",,,,
Dicotyledones,COMPOSITAE,Leontodon hispidus L.,3.0,,,,,,"Folder 1. Leontodon hispidum [TA]. i. ""Leontodon hispidum Lin: var. calyce glabro. from Norfolk, very common. Mr Bryant"" [JL].",,,,
Dicotyledones,COMPOSITAE,Leontodon hispidus L.,3.0,,,,,,"Folder 2. Leontodon hirsutum [TA]; L. hirtum [G]. i. ""Leontodon hirsut: Cavesham Hills"" [JL].",,,,
Dicotyledones,COMPOSITAE,Leontodon hispidus L.,3.0,,,,,,Folder 3. Leontodon hirtum [G].,,,,
Dicotyledones,COMPOSITAE,Leontodon taraxacoides (Vill.) Mérat,3.0,,,,,,"Folder 1. Leontodon hispidum [TA]; L.? autumnale [G]. i. ""Hounslow Heath, gravelly Soil. Octob: Leontod: hispidum wth smooth Calyx"" [JL].",,,,
Dicotyledones,COMPOSITAE,Leontodon taraxacoides (Vill.) Mérat,3.0,,,,,,"Folder 2. Leontodon autumnale nec H. taraxac. [G]. i. ""Hieracium. Portland Isle"" [JL].",,,,
Dicotyledones,COMPOSITAE,Leontodon taraxacoides (Vill.) Mérat,3.0,,,,,,Folder 3. Leontodon hispidum [G].,,,,
Dicotyledones,COMPOSITAE,Onopordum acanthium L.,2.0,,,,,,Folder 1. Onopordum acanthium [G].,,,,
Dicotyledones,COMPOSITAE,Onopordum acanthium L.,2.0,,,,,,Folder 2. Onopordum acanthidium [TA].,,,,
Dicotyledones,COMPOSITAE,Otanthus maritimus (L.) Hoffmanns. & Link,4.0,,,,,,"Folder 1. Athanasia maritima [TA]. i. Cites Ray's Syn. 180. ii. ""Sea Cudweed. Aug. This rare Plant is found upon some of our sandy Sea Coasts, as about Abermeney Ferry in the Isle of Anglesey, where these Samples were gathered, and between Pensans [Penzance] & St. Michael's Mount in Cornwall"" [JL].",,,,
Dicotyledones,COMPOSITAE,Otanthus maritimus (L.) Hoffmanns. & Link,4.0,,,,,,"Folders 2, 3 and 4. Athanasia maritima [G].",,,,
Dicotyledones,COMPOSITAE,"Petasites hybridus (L.) Gaertn., Mey. & Scherb.",1.0,,,,,,"Folder 1. Tussilago petasites [TA], Flora Scotica ed. 1, 477 (1777).",,,,
Dicotyledones,COMPOSITAE,Picris echioides L.,1.0,,,,,,Folder 1. Picris echioides [TA].,,,,
Dicotyledones,COMPOSITAE,Picris hieracioides L.,1.0,,,,,,Picris Hieracioides? [G],,,,
Dicotyledones,COMPOSITAE,Pulicaria dysenterica (L.) Bernh.,1.0,,,,,,Inula Dysenterica [TA],,,,
Dicotyledones,COMPOSITAE,Pulicaria vulgaris Gaertn.,1.0,,,,,,"Inula pulicaria [TA]. i. ""Inula pulicaria. Hounslow"" [JL]",,,,
Dicotyledones,COMPOSITAE,Saussurea alpina (L.) DC.,3.0,,,,,,"Serratula alpina [TA], Flora Scotica ed. 1, t. xix, 448 (1777). i. ""Serratula alpina"" [?]; ""Mrs Hyde"" [TA].",,,,
Dicotyledones,COMPOSITAE,Saussurea alpina (L.) DC.,3.0,,,,,,Serratula alpina [TA].,,,,
Dicotyledones,COMPOSITAE,Saussurea alpina (L.) DC.,3.0,,,,,,Serratula alpina [G].,,,,
Dicotyledones,COMPOSITAE,"Senecio abrotanifolius L., Flora Europaea, 4, 203 (1976)",1.0,,,,,,"Senecio abrotanifolius [TA];? not an English Plant [G]. i. ""Senecio erucifolius Distinguitur a Jacobaea, altitudine & Calycis api- cibus non emortuis ut in Jacobaea. In sepibus & dumetis frequens. Aug. Planta dubia an S. abrotanifolius?Lin:"" [JL].",,,,
Dicotyledones,COMPOSITAE,Senecio fluviatilis Wallr.,2.0,,,,,,Senecio sarracenicus [TA].,,,,
Dicotyledones,COMPOSITAE,Senecio fluviatilis Wallr.,2.0,,,,,,Senecio sarracenicus [G].,,,,
Dicotyledones,COMPOSITAE,Senecio integrifolius L.,1.0,,,,,,"Cineraria integrifolia [TA]; C. alpina Huds. [G]. i. Cites Ray's Syn. 178. ii. ""Mountain Ragwort. June. On Gogmagog Hills & Newmarket Heath"" [JL].",,,,
Dicotyledones,COMPOSITAE,Senecio jacobaea L.,1.0,,,,,,"Senecio Jacobaea [TA]. i. ""Senecio Jacobaea distinguirt a Sen: erucifol: apicibus Calycis emortuis, foliis non exacte pinnatis, imis lyratis. nascitur itidem in arvis & pratis patius quam in sepibus"" [JL].",,,,
Dicotyledones,COMPOSITAE,Senecio sylvaticus L.,1.0,,,,,,Senecio sylvaticus [TA].,,,,
Dicotyledones,COMPOSITAE,Senecio viscosus L.,2.0,,,,,,"Senecio viscosus [TA]. i. ""Senec: visc. Scotland, Yalden"" [JL]. ii. ""Senecio viscosa. Bullstrode"" [JL].",,,,
